transaction_id,transaction_timestamp,store_id,product_id,quantity,unit_price,discount,total_amount,currency
5fde585d-d528-4f8c-b02d-2444dfeb0f01,2025-01-01 00:47:00,STR006,PRD105,2,847.8,10,1685.6,INR
3513d06d-5b21-4f41-a11c-4db28cef5f67,2025-01-01 21:11:00,STR007,PRD105,1,1057.98,50,1007.98,EUR
771759a2-ef5d-4cde-8de2-371a6fb566e5,2025-01-01 10:14:00,STR009,PRD105,5,1493.73,0,7468.65,USD
b6515130-1c0e-4eb8-9b43-0aa8d43754d3,2025-01-01 19:57:00,STR001,PRD109,4,1240.82,0,4963.28,INR
efbc4547-6e19-4982-8e14-55ae2d112b65,2025-01-01 01:31:00,STR008,PRD104,4,1460.48,50,5791.92,USD
a832e8b9-c08c-431d-8846-189dc406a293,2025-01-01 05:17:00,STR001,PRD107,3,1318.41,0,3955.23,USD
2ff41e81-3632-4219-b0e3-2f50894b4e57,2025-01-01 00:31:00,STR006,PRD102,1,1024.62,10,1014.62,USD
8b3a5d9c-c841-463b-a207-e3fab2ad846a,2025-01-01 02:17:00,STR005,PRD104,3,166.79,0,500.37,EUR
e36de308-94b7-4862-b50f-a6a68246dd2b,2025-01-01 11:41:00,STR007,PRD107,1,620.88,50,570.88,INR
ab09fca5-a224-4841-93c9-d0200957f088,2025-01-01 14:37:00,STR002,PRD104,4,669.67,50,2628.68,USD
3d899047-edb6-4dbe-975d-d3772a3833a1,2025-01-01 01:59:00,STR004,PRD109,2,518.29,20,1016.58,USD
9ac258d4-6f28-4c51-adaa-56c485f9397a,2025-01-01 03:26:00,STR002,PRD104,1,122.08,0,122.08,USD
d306607a-4f84-446d-8bbd-4c07d75868bc,2025-01-01 17:28:00,STR010,PRD110,3,1218.42,0,3655.26,INR
88e76830-9a92-4228-8db7-b76e05817f60,2025-01-01 11:53:00,STR999,PRD109,-1,1453.23,10,1443.23,INR
955e4c7f-557e-4dcc-a47a-1ee7f0860b30,2025-01-01 04:14:00,STR006,PRD105,3,1033.39,50,3050.17,INR
a5b88012-f565-4fb0-8171-064ce486cc2d,2025-01-01 19:07:00,STR005,PRD107,2,1079.37,0,2158.74,INR
47197c34-180c-4f95-be56-ee87d88c2414,2025-01-01 02:22:00,STR999,PRD102,2,162.79,0,325.58,USD
0145a361-e406-4a0d-9c0a-86f6f529c980,2025-01-01 12:48:00,STR007,PRD110,4,566.57,0,2266.28,USD
4902ab89-fe27-471e-a134-ad58bb05a17a,2025-01-01 03:30:00,STR001,PRD103,3,971.49,0,2914.47,EUR
43c521a6-c6c3-4804-a80e-1d6fe95f51aa,2025-01-01 06:11:00,STR001,PRD107,1,1303.13,10,1293.13,USD
6eedc726-9ce1-49ab-b0ff-df5a86907db5,2025-01-01 07:09:00,STR005,PRD108,3,829.02,50,2556.06,USD
3d85a26c-20bd-45ac-b94a-372434470a96,2025-01-01 12:14:00,STR001,PRD103,5,961.84,20,4789.2,INR
458881e4-05b5-48da-9110-8f8089c6ce14,2025-01-01 02:54:00,STR999,PRD106,5,1412.21,50,7011.05,INR
99c6f183-beec-455a-abd6-52cbc20edabf,2025-01-01 06:18:00,STR001,PRD109,3,1243.0,20,3709.0,EUR
2da4872d-b597-4e95-a99a-57e57e013069,2025-01-01 03:55:00,STR001,PRD107,3,444.58,0,1333.74,EUR
b8a60a89-b373-46a8-b725-84cba3e3ba14,2025-01-01 06:52:00,STR002,PRD110,3,253.49,0,760.47,USD
a6ac6015-4970-4851-b2b5-63f73971cbec,2025-01-01 07:30:00,STR005,PRD103,2,226.11,10,496.22,EUR
314ccb10-1cbc-4c1e-9211-5ab91b64bf05,2025-01-01 17:08:00,STR002,PRD106,1,1446.82,50,1529.82,USD
1542dfd6-5556-4545-892c-5bb531c8f881,2025-01-01 10:14:00,STR999,PRD101,1,144.41,20,124.41,EUR
acc977a2-ee59-4fab-8091-56c7b0e74ba5,2025-01-01 08:39:00,STR001,PRD103,2,876.5,10,1743.0,USD
071eb043-587e-4793-8a71-220a6111e52b,2025-01-01 11:11:00,STR006,PRD106,1,1234.64,0,1234.64,USD
ee8f12ab-c383-4a46-9a1e-9c71a31045ea,2025-01-01 16:13:00,STR002,PRD108,1,934.35,50,884.35,EUR
7a0a4483-c3c9-4bc3-b406-f9473abe451e,2025-01-01 09:40:00,STR005,PRD102,2,594.21,0,1188.42,USD
36a21d69-3294-4d8a-a6c3-35533e9bb1b6,2025-01-01 15:26:00,STR003,PRD108,4,965.12,50,3810.48,INR
06deff48-e07a-479a-8963-495b074c40db,2025-01-01 07:38:00,STR006,PRD102,2,1226.92,20,2433.84,INR
55ed4bcc-e10d-4ee4-bbb4-53226d7fe703,2025-01-01 09:23:00,STR003,PRD105,3,1125.36,20,3356.08,INR
0369c532-c39c-43eb-ae8f-066b1f420706,2025-01-01 03:13:00,STR002,PRD104,3,1337.16,0,4011.48,EUR
57420665-3bf8-49b1-bd85-5db1c8d3403a,2025-01-01 22:51:00,STR002,PRD105,4,1218.87,50,4825.48,EUR
a6bfe99a-2067-4784-af52-e5d8f758ebe2,2025-01-01 14:50:00,STR010,PRD108,5,568.72,10,2833.6,EUR
8ef977ea-1796-4527-96fa-51829f9ed098,2025-01-01 13:12:00,STR001,PRD104,5,1439.43,0,7197.15,EUR
b367695e-ac51-4dc5-9cc4-ca672c0a73cb,2025-01-01 01:58:00,STR010,PRD109,4,1021.5,10,4076.0,INR
755d1afe-ddc0-4742-a8dd-e04e3ee1c3ef,2025-01-01 07:13:00,STR007,PRD109,3,676.59,20,2009.77,USD
2de3ea2d-812d-4537-a485-ece5b1322301,2025-01-01 03:37:00,STR002,PRD103,2,1089.85,20,2159.7,INR
4750a02d-d818-4c4a-82a0-e44e8e4c3b34,2025-01-01 14:38:00,STR003,PRD104,5,495.03,20,2455.15,EUR
36ee7984-4038-412d-928c-a67342244f4f,2025-01-01 04:54:00,STR006,PRD108,5,620.46,20,3082.3,INR
a491048d-33a5-4dc1-bfa5-b66358c3c1fa,2025-01-01 08:21:00,STR008,PRD102,3,805.97,10,2407.91,INR
43240490-73d5-4ca7-9e21-e1231c85e52c,2025-01-01 21:35:00,STR008,PRD102,3,670.19,10,2000.57,INR
8428487a-36d4-4e92-aa50-c76c92346d87,2025-01-01 15:28:00,STR002,PRD103,5,1139.49,10,5687.45,EUR
0e925b2e-8815-4fcc-ae86-e0e9cb579927,2025-01-01 03:02:00,STR004,PRD105,1,459.22,10,449.22,EUR
27e933de-9d5d-4848-9a68-eafe87990a07,2025-01-01 14:55:00,STR004,PRD101,5,263.11,20,1295.55,INR
59bca91e-383e-4c0e-92c1-2eda12289bdd,2025-01-01 16:49:00,STR008,PRD103,5,438.23,10,2181.15,EUR
cf29dd28-b703-495e-8032-64232254ddc1,2025-01-01 19:35:00,STR001,PRD107,2,284.98,0,569.96,INR
4da06eee-229f-4dea-8904-72250339169a,2025-01-01 02:49:00,STR003,PRD103,1,1138.45,0,1138.45,USD
a09cd8b3-bc61-4028-b74a-93c1137fcf2d,2025-01-01 04:39:00,STR010,PRD106,4,679.1,50,2666.4,USD
21ab9eeb-9fc7-4b52-a446-107bb87a5848,2025-01-01 03:20:00,STR003,PRD102,5,1199.86,0,5999.3,EUR
b3511af5-ee82-4878-b721-aef843962371,2025-01-01 13:39:00,STR004,PRD107,1,1358.98,10,1348.98,EUR
e4c46bc2-c196-4cb7-b05f-2da957d9802c,2025-01-01 07:42:00,STR999,PRD102,3,88.13,0,264.39,EUR
81318e1a-7d56-4aaa-a956-b8a97b0c028b,2025-01-01 20:49:00,STR999,PRD101,4,862.84,0,3451.36,USD
8532440d-1dd3-48a2-84c0-4392b5fb7b4a,2025-01-01 06:14:00,STR005,PRD102,4,53.86,0,215.44,INR
c4eb7922-ebab-42e0-995d-e12d8cf5d937,2025-01-01 22:18:00,STR002,PRD109,1,1032.51,50,1096.51,USD
1bfd63aa-ac82-4f40-bdf8-20d9ae20a82f,2025-01-01 23:02:00,STR010,PRD105,2,838.27,0,1676.54,INR
00c48ff2-7d3a-45b6-a17b-1d28f6a81035,2025-01-01 20:00:00,STR008,PRD108,1,54.03,0,110.03,USD
0686362c-cfdf-42e3-befc-afcae6bc4e20,2025-01-01 05:41:00,STR006,PRD103,3,1401.93,10,4195.79,USD
8572a291-3d84-4b69-a466-f0001c83ce2d,2025-01-01 22:19:00,STR010,PRD101,1,543.1,10,533.1,EUR
83b2606f-1b1d-4653-a68c-5f2c9d9f4a93,2025-01-01 07:06:00,STR999,PRD104,1,281.61,0,281.61,EUR
79408888-ce1c-4d4d-aaee-179c69614c18,2025-01-01 20:18:00,STR999,PRD101,-1,1380.77,20,1360.77,USD
4029a4a2-04c1-48d9-9886-7990058bde98,2025-01-01 06:51:00,STR010,PRD104,1,1455.59,10,1445.59,INR
81815eab-4356-4646-816b-94f64a99dbb5,2025-01-01 17:45:00,STR007,PRD110,1,483.06,0,483.06,INR
60dcbfc5-f9c4-4f24-8a90-703de26b61fd,2025-01-01 20:44:00,STR008,PRD107,2,209.7,0,552.4,INR
edd07ee5-b395-4ac8-8213-8ac211e7e561,2025-01-01 07:27:00,STR007,PRD102,2,292.51,50,535.02,USD
70b9a66b-ca2f-44ac-86af-1ae3ef9295a0,2025-01-01 09:16:00,STR005,PRD110,4,1287.34,20,5129.36,EUR
584a3322-f871-4db9-94f1-2eec6c827e80,2025-01-01 10:21:00,STR008,PRD106,3,1484.24,50,4402.72,EUR
8668a0e3-40b6-45be-884f-2ffbb56b15a3,2025-01-01 03:20:00,STR001,PRD104,3,1059.67,50,3129.01,INR
32c5f538-5a92-437a-9c8c-df3eeec298fe,2025-01-01 01:41:00,STR004,PRD110,3,1167.23,0,3501.69,EUR
61d9d576-c022-4493-b94b-67bd0a7f88b2,2025-01-01 05:50:00,STR004,PRD105,1,896.76,0,896.76,INR
1a3167c0-990f-4b36-86af-1d4a6576e64d,2025-01-01 09:49:00,STR001,PRD106,1,418.22,0,418.22,INR
d714cc3f-35bd-4c52-ada1-740c65f56e8d,2025-01-01 23:24:00,STR002,PRD109,3,1436.11,0,4308.33,EUR
e6be3b63-ced4-497a-8919-b8b0268ebb31,2025-01-01 02:49:00,STR002,PRD109,2,1049.11,10,2088.22,USD
ec9eb3fa-34e1-4ed3-873d-02d77f32a61d,2025-01-01 18:42:00,STR007,PRD103,3,1394.58,50,4133.74,INR
3617e760-ba66-4d81-b6ae-bdf65c09cab8,2025-01-01 17:57:00,STR003,PRD110,3,401.66,0,1204.98,EUR
a120f120-f78b-4e3d-8fa7-b134f5c1996d,2025-01-01 19:33:00,STR006,PRD110,3,403.86,20,1191.58,INR
d641889e-35ed-4ca7-a0a4-769823e1970f,2025-01-01 18:38:00,STR002,PRD109,2,1401.11,0,2802.22,EUR
95f249b6-6d0b-40f3-b579-58d14497dcc2,2025-01-01 14:58:00,STR004,PRD106,5,1222.41,0,6112.05,INR
203afe1c-8687-4410-aafa-14af70bd2a7b,2025-01-01 00:29:00,STR006,PRD102,5,1401.53,0,7007.65,USD
1ddb7cf2-93b9-4413-af7f-805693de375f,2025-01-01 03:29:00,STR001,PRD109,3,473.61,50,1370.83,INR
e20a24a6-ff7b-48f0-95de-480896ee808d,2025-01-01 20:52:00,STR008,PRD110,3,659.99,0,1979.97,USD
ea5ae1af-0bc2-4723-b54f-c59ae319186b,2025-01-01 02:59:00,STR005,PRD108,5,1091.1,0,5455.5,EUR
8beaa98c-1a72-412a-82ee-06935e34c524,2025-01-01 14:20:00,STR999,PRD109,3,732.53,10,2187.59,EUR
8f4e2428-317c-4255-9140-0db690b22d3e,2025-01-01 03:26:00,STR007,PRD103,2,825.97,50,1601.94,EUR
87f7aeec-e9ae-4155-a4a0-545b34ec14dc,2025-01-01 08:48:00,STR999,PRD108,3,286.4,50,809.2,USD
20e31727-fdc8-493b-90bd-6a9d500ac188,2025-01-01 15:56:00,STR009,PRD104,1,358.19,20,338.19,USD
432579d3-568e-40ef-b881-822bd34f5813,2025-01-01 03:28:00,STR001,PRD110,2,785.43,0,1570.86,EUR
0205964b-4cba-47bb-ad03-99d8285c4e81,2025-01-01 15:02:00,STR005,PRD110,1,65.65,0,65.65,EUR
2e6ec21e-0f92-44ac-a939-d55610905372,2025-01-01 09:57:00,STR002,PRD109,3,506.1,20,1498.3,INR
c575eef1-0486-469d-b692-ed04ac00fbd2,2025-01-01 04:56:00,STR007,PRD102,4,808.13,0,3232.52,USD
8719a6ac-52cc-4bb2-bcd4-e5cb5252a5b9,2025-01-01 09:12:00,STR007,PRD103,2,110.18,10,210.36,INR
57ea225a-ffba-48b8-80cc-2c87b6055c84,2025-01-01 21:34:00,STR005,PRD109,5,84.86,0,424.3,EUR
59c24437-be3a-4174-af80-3c516a5d9bdb,2025-01-01 05:02:00,STR006,PRD108,2,1271.82,10,2533.64,INR
6dae7b4f-6c1f-4b28-b896-23d71b785926,2025-01-01 07:58:00,STR006,PRD102,3,824.28,50,2422.84,EUR
5c648d8d-5d6f-4eca-832b-d185d8b0dc3b,2025-01-01 11:39:00,STR006,PRD102,5,1175.03,10,5865.15,INR
00dd52fa-59b5-4dad-891c-545811802b9e,2025-01-01 20:08:00,STR008,PRD107,5,251.44,20,1237.2,USD
946b3545-f91e-4572-b896-fe242bd05d95,2025-01-01 00:25:00,STR001,PRD106,3,1083.72,20,3231.16,INR
f4f276ce-aeda-4136-82b0-be71b2de4391,2025-01-01 15:05:00,STR007,PRD106,1,1142.72,0,1142.72,EUR
e286993f-c364-4d97-850a-995831459e4e,2025-01-01 00:37:00,STR999,PRD107,2,1455.04,0,2993.08,USD
caaa388d-9d45-446f-a612-84867a377a20,2025-01-01 14:55:00,STR002,PRD110,3,382.55,0,1147.65,INR
84acf38f-54c3-4861-8c15-331e224b5f24,2025-01-01 10:13:00,STR009,PRD103,5,1013.14,0,5129.7,USD
fd0d0aad-02e9-4706-a3d5-195395aa380e,2025-01-01 15:49:00,STR005,PRD104,3,323.05,20,1018.15,USD
7a63d62c-3803-47f0-83ff-4bd951b5b430,2025-01-01 05:44:00,STR009,PRD107,1,207.23,10,197.23,USD
6e231582-3488-4ffd-9370-97653c2a4b44,2025-01-01 02:49:00,STR001,PRD105,5,384.64,0,1923.2,INR
8b6fc2b7-5808-4a59-abe0-6aefa1add989,2025-01-01 15:29:00,STR009,PRD103,1,1069.3,50,1019.3,USD
f9b18d0c-7abb-49f5-9e06-a9046320e50f,2025-01-01 19:22:00,STR006,PRD105,1,226.83,50,176.83,EUR
14808247-9594-4d21-afbe-6631115217f0,2025-01-01 20:29:00,STR001,PRD109,4,1012.03,0,4048.12,USD
2b8c4c43-773c-4033-a3d8-b733e9c18481,2025-01-01 04:30:00,STR999,PRD101,1,865.91,0,865.91,EUR
d455b663-e65d-4f52-ad31-340285b880de,2025-01-01 03:06:00,STR006,PRD101,2,1075.51,0,2151.02,INR
6464712b-1d51-4976-9aed-1e2230dc51b3,2025-01-01 11:42:00,STR008,PRD107,3,531.67,20,1575.01,INR
31b77ba5-9e87-4e78-a0a8-3985964f85b0,2025-01-01 06:06:00,STR005,PRD107,1,1101.46,0,1101.46,INR
0c332f26-356d-4b80-a379-9aab327bcffe,2025-01-01 22:17:00,STR002,PRD108,1,798.08,0,798.08,INR
a2f5f52c-e9f8-40b7-b8e6-ee162cc2f980,2025-01-01 13:20:00,STR002,PRD110,2,917.41,0,1834.82,EUR
c2f7706c-7024-4727-b9b4-9b315d2116df,2025-01-01 11:13:00,STR002,PRD110,4,311.06,20,1224.24,EUR
d6e14961-edb3-41e6-8f1d-52b23ebcf0d3,2025-01-01 00:15:00,STR005,PRD103,3,955.25,0,2865.75,INR
2b5a6637-dc2b-463c-972d-cbde52681e8a,2025-01-01 21:14:00,STR002,PRD105,1,1009.67,20,989.67,USD
9b02b994-85f9-4584-bc7b-40606ddd9769,2025-01-01 16:50:00,STR999,PRD104,4,207.6,0,830.4,USD
8e3da621-feac-4a9f-a730-55e616c955cf,2025-01-01 10:54:00,STR005,PRD106,5,431.24,50,2106.2,INR
0ccedeb0-7c27-44ec-930b-4457740bae84,2025-01-01 18:27:00,STR009,PRD109,3,1075.62,0,3226.86,EUR
2a749372-aa46-4fc0-8b03-0cfca0a015f3,2025-01-01 09:23:00,STR004,PRD104,1,596.77,0,674.77,USD
67dfff2c-0bc7-4575-8180-8220f6c76f26,2025-01-01 02:58:00,STR001,PRD110,5,533.13,0,2665.65,EUR
da1e7b5f-e518-4442-b210-7b4cf7d3e32d,2025-01-01 14:27:00,STR007,PRD103,5,863.48,0,4317.4,EUR
418e1e1b-cfea-4b71-b392-4d7ed68c5696,2025-01-01 15:37:00,STR001,PRD105,1,1078.38,20,1058.38,EUR
a5cccd0c-e244-4db8-a228-f6806ec0d633,2025-01-01 18:16:00,STR010,PRD102,1,940.51,0,940.51,EUR
52c7452e-c24c-4a18-8008-4ae8f027718a,2025-01-01 10:00:00,STR006,PRD109,1,663.13,20,643.13,INR
d6bcdd78-b077-4b05-8f3f-1ef284ba47ef,2025-01-01 14:38:00,STR006,PRD101,4,533.62,20,2246.48,USD
ddb49b5e-bd1f-48ef-913e-e950866ea98d,2025-01-01 20:54:00,STR009,PRD110,3,103.83,0,394.49,INR
6f659b72-3900-4b6e-b794-8825dd8e5c06,2025-01-01 22:15:00,STR006,PRD106,2,517.58,0,1035.16,USD
fc6906a6-8598-48d2-bb92-c0ab435c26cf,2025-01-01 18:32:00,STR001,PRD104,3,682.64,50,1997.92,INR
06d01d4a-b467-44c0-a7dc-e177923b3a4c,2025-01-01 23:52:00,STR003,PRD107,1,768.71,20,748.71,USD
6a5cc762-b627-4763-8527-2190d97a4af3,2025-01-01 15:01:00,STR005,PRD106,1,262.72,0,262.72,USD
7e556afc-cd98-4f43-a0e6-de0b20979521,2025-01-01 07:48:00,STR010,PRD105,-2,1468.15,10,2926.3,EUR
ea20e2a3-e486-403e-9b56-b3ad6728ffe2,2025-01-01 13:27:00,STR999,PRD107,1,494.96,50,444.96,USD
5308c6fd-002f-49f8-90c2-c997b2c3d889,2025-01-01 17:53:00,STR010,PRD103,1,1434.13,20,1414.13,INR
546eed30-6a73-4c15-8d95-ab630703e013,2025-01-01 10:15:00,STR006,PRD107,2,1097.76,50,2145.52,INR
4de21d7c-f62b-4ff7-995f-ce2041caaecc,2025-01-01 15:32:00,STR006,PRD103,5,62.71,50,263.55,INR
28b7816e-cf84-4589-b4b6-6c16926a4915,2025-01-01 11:34:00,STR009,PRD107,3,1398.12,10,4184.36,EUR
ab0a7348-5a8d-472a-8c30-e0b18714f555,2025-01-01 21:59:00,STR005,PRD104,3,1272.84,0,3818.52,INR
de81fa49-5749-4f00-b3d8-dfd0a55e0397,2025-01-01 07:14:00,STR006,PRD109,4,114.6,50,408.4,EUR
e4750986-53e8-44fb-b0fd-500ace6bca61,2025-01-01 05:24:00,STR002,PRD107,1,949.04,0,949.04,INR
ba91941f-d71f-44d3-a1c6-a80913dfadc4,2025-01-01 20:31:00,STR010,PRD103,1,157.53,10,147.53,INR
cd4a9963-8546-4462-b8ae-bc9343918f52,2025-01-01 09:52:00,STR006,PRD101,3,1028.12,20,3141.36,INR
3e70f831-164c-4f63-b565-f1b53b4bb9d6,2025-01-01 21:05:00,STR005,PRD107,1,112.03,0,112.03,USD
17c2a27c-e862-4a65-ae2f-d7c41fefb101,2025-01-01 00:24:00,STR009,PRD104,4,93.95,20,355.8,USD
04acf5b4-0281-41e8-942a-40c5a8b22d71,2025-01-01 13:50:00,STR005,PRD110,1,546.3,0,546.3,INR
63015915-d6d5-4745-ade8-54bf9506f298,2025-01-01 22:42:00,STR999,PRD104,3,750.74,0,2252.22,EUR
